"Accession","InterPro ID","InterPro Name","Name"
"WP_013915596.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR009081', 'IPR009081', 'IPR009081', 'IPR013217', 'IPR013968', 'IPR014030', 'IPR014031', 'IPR016039', 'IPR016039', 'IPR016039', 'IPR018201', 'IPR020806', 'IPR020807', 'IPR020841', 'IPR020841', 'IPR020841', 'IPR029063', 'IPR029063', 'IPR032821', 'IPR036291', 'IPR036291', 'IPR036736', 'IPR036736', 'IPR036736', 'IPR036736', 'IPR036736', 'IPR042104', 'IPR042104', 'IPR042104', 'IPR049551', 'IPR049552', 'IPR049900', 'IPR049900', 'IPR050091', 'IPR054514']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-PP-bd_ACP-PP-bd_ACP-PP-bd_ACP-Methyltransf_12-PKS_KR-Ketoacyl_synth_N-Ketoacyl_synth_C-Thiolase-like-Thiolase-like-Thiolase-like-Ketoacyl_synth_AS-PKS_PP-bd-PKS_DH-PKS_Beta-ketoAc_synthase_dom-PKS_Beta-ketoAc_synthase_dom-PKS_Beta-ketoAc_synthase_dom-SAM-dependent_MTases_sf-SAM-dependent_MTases_sf-PKS_assoc-NAD(P)-bd_dom_sf-NAD(P)-bd_dom_sf-ACP-like_sf-ACP-like_sf-ACP-like_sf-ACP-like_sf-ACP-like_sf-PKS_dehydratase_sf-PKS_dehydratase_sf-PKS_dehydratase_sf-PKS_DH_C-PKS_DH_N-PKS_mFAS_DH-PKS_mFAS_DH-PKS_NRPS_Biosynth_Enz-RhiE-like_linker","['PKS', 'PKS', 'KR_2_SDR_x', 'AdoMet_MTases', 'disorder_prediction', 'disorder_prediction', 'disorder_prediction', 'disorder_prediction', 'disorder_prediction', '17clusters_betabranch_W', 'PKS_KR', nan, nan, nan, 'CurL-like_PKS_C', 'CARRIER', 'CARRIER', 'PP-binding', 'Methyltransf_12', 'KR', 'ketoacyl-synt', 'Ketoacyl-synt_C', 'Thiolase-like', 'Thiolase-like', nan, 'KS3_1', 'PKS_PP', 'PKS_DH', 'PKS_KS', 'KS3_2', 'KS3_2', 'S-adenosyl-L-methionine-dependent methyltransferases', 'Vaccinia Virus protein VP39', 'KAsynt_C_assoc', 'NAD(P)-binding Rossmann-fold domains', 'NAD(P)-binding Rossmann-fold domains', 'ACP-like', 'ACP-like', 'ACP-like', nan, nan, 'Polyketide synthase dehydratase', 'Polyketide synthase dehydratase', 'Polyketide synthase dehydratase', 'PS-DH', 'PKS_DH_N', 'PKS_MFAS_DH', 'PKS_MFAS_DH', 'FATTY ACID SYNTHASE', 'RhiE-like_linker']"
"WP_014369465.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR009081', 'IPR009081', 'IPR009081', 'IPR013217', 'IPR013968', 'IPR014030', 'IPR014031', 'IPR016039', 'IPR016039', 'IPR016039', 'IPR016039', 'IPR018201', 'IPR020806', 'IPR020807', 'IPR020841', 'IPR020841', 'IPR020841', 'IPR029063', 'IPR029063', 'IPR032821', 'IPR036291', 'IPR036291', 'IPR036736', 'IPR036736', 'IPR036736', 'IPR036736', 'IPR036736', 'IPR042104', 'IPR042104', 'IPR042104', 'IPR049551', 'IPR049552', 'IPR049900', 'IPR049900', 'IPR049900', 'IPR050091', 'IPR054514']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-PP-bd_ACP-PP-bd_ACP-PP-bd_ACP-Methyltransf_12-PKS_KR-Ketoacyl_synth_N-Ketoacyl_synth_C-Thiolase-like-Thiolase-like-Thiolase-like-Thiolase-like-Ketoacyl_synth_AS-PKS_PP-bd-PKS_DH-PKS_Beta-ketoAc_synthase_dom-PKS_Beta-ketoAc_synthase_dom-PKS_Beta-ketoAc_synthase_dom-SAM-dependent_MTases_sf-SAM-dependent_MTases_sf-PKS_assoc-NAD(P)-bd_dom_sf-NAD(P)-bd_dom_sf-ACP-like_sf-ACP-like_sf-ACP-like_sf-ACP-like_sf-ACP-like_sf-PKS_dehydratase_sf-PKS_dehydratase_sf-PKS_dehydratase_sf-PKS_DH_C-PKS_DH_N-PKS_mFAS_DH-PKS_mFAS_DH-PKS_mFAS_DH-PKS_NRPS_Biosynth_Enz-RhiE-like_linker","['PKS', 'PKS', 'KR_2_SDR_x', 'AdoMet_MTases', 'disorder_prediction', 'disorder_prediction', 'disorder_prediction', 'disorder_prediction', '17clusters_betabranch_W', 'PKS_KR', 'CurL-like_PKS_C', nan, nan, nan, nan, 'CARRIER', 'CARRIER', 'PP-binding', 'Methyltransf_12', 'KR', 'ketoacyl-synt', 'Ketoacyl-synt_C', 'Thiolase-like', 'Thiolase-like', nan, nan, 'KS3_1', 'PKS_PP', 'PKS_DH', 'PKS_KS', 'KS3_2', 'KS3_2', 'S-adenosyl-L-methionine-dependent methyltransferases', 'Vaccinia Virus protein VP39', 'KAsynt_C_assoc', 'NAD(P)-binding Rossmann-fold domains', 'NAD(P)-binding Rossmann-fold domains', 'ACP-like', 'ACP-like', 'ACP-like', nan, nan, 'Polyketide synthase dehydratase', 'Polyketide synthase dehydratase', 'Polyketide synthase dehydratase', 'PS-DH', 'PKS_DH_N', 'PKS_MFAS_DH', 'PKS_MFAS_DH', 'PKS_MFAS_DH', 'FATTY ACID SYNTHASE', 'RhiE-like_linker']"
"WP_014607963.1","['IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR046469', 'IPR046469', 'IPR046469', 'IPR046469', 'IPR046469', 'IPR046469', 'IPR046469', 'IPR046469', 'IPR046469', 'IPR046469', 'IPR046470', 'IPR046470', 'IPR046470', 'IPR046470', 'IPR046470', 'IPR046470', 'IPR046470', 'IPR046470', 'IPR046470', 'IPR046470']","SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_HAT_N-SAM_HAT_N-SAM_HAT_N-SAM_HAT_N-SAM_HAT_N-SAM_HAT_N-SAM_HAT_N-SAM_HAT_N-SAM_HAT_N-SAM_HAT_N-SAM_HAT_C-SAM_HAT_C-SAM_HAT_C-SAM_HAT_C-SAM_HAT_C-SAM_HAT_C-SAM_HAT_C-SAM_HAT_C-SAM_HAT_C-SAM_HAT_C","['UCP006779', 'CHLORINASE MJ1651', 'UCP006779', 'CHLORINASE MJ1651', 'UCP006779', 'CHLORINASE MJ1651', 'UCP006779', 'CHLORINASE MJ1651', 'UCP006779', 'CHLORINASE MJ1651', 'UCP006779', 'CHLORINASE MJ1651', 'UCP006779', 'CHLORINASE MJ1651', 'UCP006779', 'CHLORINASE MJ1651', 'UCP006779', 'CHLORINASE MJ1651', 'UCP006779', 'CHLORINASE MJ1651', 'Bacterial fluorinating enzyme like', 'Bacterial fluorinating enzyme, C-terminal domain', 'Bacterial fluorinating enzyme like', 'Bacterial fluorinating enzyme, C-terminal domain', 'Bacterial fluorinating enzyme like', 'Bacterial fluorinating enzyme, C-terminal domain', 'Bacterial fluorinating enzyme like', 'Bacterial fluorinating enzyme, C-terminal domain', 'Bacterial fluorinating enzyme like', 'Bacterial fluorinating enzyme, C-terminal domain', 'Bacterial fluorinating enzyme like', 'Bacterial fluorinating enzyme, C-terminal domain', 'Bacterial fluorinating enzyme like', 'Bacterial fluorinating enzyme, C-terminal domain', 'Bacterial fluorinating enzyme like', 'Bacterial fluorinating enzyme, C-terminal domain', 'Bacterial fluorinating enzyme like', 'Bacterial fluorinating enzyme, C-terminal domain', 'Bacterial fluorinating enzyme like', 'Bacterial fluorinating enzyme, C-terminal domain', nan, 'Bacterial fluorinating enzyme, N-terminal domain', nan, 'Bacterial fluorinating enzyme, N-terminal domain', nan, 'Bacterial fluorinating enzyme, N-terminal domain', nan, 'Bacterial fluorinating enzyme, N-terminal domain', nan, 'Bacterial fluorinating enzyme, N-terminal domain', nan, 'Bacterial fluorinating enzyme, N-terminal domain', nan, 'Bacterial fluorinating enzyme, N-terminal domain', nan, 'Bacterial fluorinating enzyme, N-terminal domain', nan, 'Bacterial fluorinating enzyme, N-terminal domain', nan, 'Bacterial fluorinating enzyme, N-terminal domain', 'SAM_HAT_N', 'SAM_HAT_N', 'SAM_HAT_N', 'SAM_HAT_N', 'SAM_HAT_N', 'SAM_HAT_N', 'SAM_HAT_N', 'SAM_HAT_N', 'SAM_HAT_N', 'SAM_HAT_N', 'SAM_HAT_C', 'SAM_HAT_C', 'SAM_HAT_C', 'SAM_HAT_C', 'SAM_HAT_C', 'SAM_HAT_C', 'SAM_HAT_C', 'SAM_HAT_C', 'SAM_HAT_C', 'SAM_HAT_C']"
"WP_014984241.1","[nan, nan, nan, nan, nan, 'IPR000551', 'IPR000551', 'IPR000551', 'IPR000551', 'IPR009061', 'IPR012925', 'IPR036244', 'IPR036244', 'IPR047057']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-MerR-type_HTH_dom-MerR-type_HTH_dom-MerR-type_HTH_dom-MerR-type_HTH_dom-DNA-bd_dom_put_sf-TipAS_dom-TipA-like_antibiotic-bd-TipA-like_antibiotic-bd-MerR_fam","['HTH_TipAL-Mta', 'Coil', nan, 'disorder_prediction', 'disorder_prediction', 'HTHMERR', 'HTH_MERR_2', 'merrmega3', 'MerR_1', 'Putative DNA-binding domain', 'TipAS', nan, 'Antibiotic binding domain of TipA-like multidrug resistance regulators', 'REDOX-CYCLING DRUG-SENSING TRANSCRIPTIONAL ACTIVATOR SOXR']"
"WP_015300510.1","['IPR002747', 'IPR002747', 'IPR023227', 'IPR023227', 'IPR023228', 'IPR023228', 'IPR046469', 'IPR046470']","SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_HAT_N-SAM_HAT_C","['UCP006779', 'CHLORINASE MJ1651', 'Bacterial fluorinating enzyme like', 'Bacterial fluorinating enzyme, C-terminal domain', nan, 'Bacterial fluorinating enzyme, N-terminal domain', 'SAM_HAT_N', 'SAM_HAT_C']"
"WP_015899040.1","['IPR002747', 'IPR002747', 'IPR023227', 'IPR023227', 'IPR023228', 'IPR023228', 'IPR046469', 'IPR046470']","SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_HAT_N-SAM_HAT_C","['UCP006779', 'CHLORINASE MJ1651', 'Bacterial fluorinating enzyme like', 'Bacterial fluorinating enzyme, C-terminal domain', nan, 'Bacterial fluorinating enzyme, N-terminal domain', 'SAM_HAT_N', 'SAM_HAT_C']"
"WP_016573069.1","['IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR002747', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023227', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR023228', 'IPR046469', 'IPR046469', 'IPR046469', 'IPR046470', 'IPR046470', 'IPR046470']","SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_HAT_N-SAM_HAT_N-SAM_HAT_N-SAM_HAT_C-SAM_HAT_C-SAM_HAT_C","['UCP006779', 'CHLORINASE MJ1651', 'UCP006779', 'CHLORINASE MJ1651', 'UCP006779', 'CHLORINASE MJ1651', 'Bacterial fluorinating enzyme like', 'Bacterial fluorinating enzyme, C-terminal domain', 'Bacterial fluorinating enzyme like', 'Bacterial fluorinating enzyme, C-terminal domain', 'Bacterial fluorinating enzyme like', 'Bacterial fluorinating enzyme, C-terminal domain', nan, 'Bacterial fluorinating enzyme, N-terminal domain', nan, 'Bacterial fluorinating enzyme, N-terminal domain', nan, 'Bacterial fluorinating enzyme, N-terminal domain', 'SAM_HAT_N', 'SAM_HAT_N', 'SAM_HAT_N', 'SAM_HAT_C', 'SAM_HAT_C', 'SAM_HAT_C']"
"WP_018670344.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR000873', 'IPR001031', 'IPR001242', 'IPR006162', 'IPR006162', 'IPR009081', 'IPR009081', 'IPR009081', 'IPR010071', 'IPR020459', 'IPR020806', 'IPR020845', 'IPR020845', 'IPR023213', 'IPR023213', 'IPR025110', 'IPR029058', 'IPR029058', 'IPR036736', 'IPR036736', 'IPR036736', 'IPR045851']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-AMP-dep_synth/lig_dom-Thioesterase-Condensatn-Ppantetheine_attach_site-Ppantetheine_attach_site-PP-bd_ACP-PP-bd_ACP-PP-bd_ACP-AA_adenyl_dom-AMP-binding-PKS_PP-bd-AMP-binding_CS-AMP-binding_CS-CAT-like_dom_sf-CAT-like_dom_sf-AMP-bd_C-AB_hydrolase_fold-AB_hydrolase_fold-ACP-like_sf-ACP-like_sf-ACP-like_sf-AMP-bd_C_sf","['NONRIBOSOMAL PEPTIDE SYNTHETASE', 'Coil', 'Coil', 'PRK04813.1', 'A_NRPS', 'A_NRPS', 'LCL_NRPS-like', 'Acetyl-CoA synthetase-like', 'Acetyl-CoA synthetase-like', 'CoA-dependent acyltransferases', 'CoA-dependent acyltransferases', 'CoA-dependent acyltransferases', 'CoA-dependent acyltransferases', nan, nan, 'Luciferase; Domain 3', 'Nonribosomal peptide synthetase, condensation domain', 'Nonribosomal peptide synthetase, condensation domain', 'Helix hairpin bin', 'AMP-binding', 'Thioesterase', 'Condensation', 'PHOSPHOPANTETHEINE', 'PHOSPHOPANTETHEINE', 'CARRIER', 'CARRIER', 'PP-binding', 'AA-adenyl-dom', 'AMPBINDING', 'PKS_PP', 'AMP_BINDING', 'AMP_BINDING', nan, nan, 'AMP-binding_C', 'alpha/beta-Hydrolases', 'alpha/beta hydrolase', 'ACP-like', 'ACP-like', nan, nan]"
"WP_018681868.1","[nan, nan, nan, nan, 'IPR001404', 'IPR001404', 'IPR001404', 'IPR001404', 'IPR003594', 'IPR020568', 'IPR020575', 'IPR020575', 'IPR036890', 'IPR036890', 'IPR037196', 'IPR037196']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Hsp90_fam-Hsp90_fam-Hsp90_fam-Hsp90_fam-HATPase_dom-Ribosomal_Su5_D2-typ_SF-Hsp90_N-Hsp90_N-HATPase_C_sf-HATPase_C_sf-HSP90_C-HSP90_C","['PRK05218.1', 'HATPase_c_3', nan, nan, 'HSP90', 'HSP90_HTPG', 'HEAT SHOCK PROTEIN 90 FAMILY MEMBER', 'HSP90', 'HKATPase_4', 'Ribosomal protein S5 domain 2-like', 'HATPase_Hsp90-like', 'HEATSHOCK90', 'ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase', nan, 'HSP90 C-terminal domain', nan]"
"WP_018734389.1","[nan, nan, 'IPR001077', 'IPR012967', 'IPR016461', 'IPR016461', 'IPR029063', 'IPR029063', 'IPR036388', 'IPR036390']","Unintegrated-Unintegrated-O_MeTrfase_dom-Plant_O-MeTrfase_dimerisation-COMT-like-COMT-like-SAM-dependent_MTases_sf-SAM-dependent_MTases_sf-WH-like_DNA-bd_sf-WH_DNA-bd_sf","['Coil', 'PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED', 'Methyltransf_2', 'Dimerisation', 'O-mtase', 'SAM_OMT_II', 'Vaccinia Virus protein VP39', 'S-adenosyl-L-methionine-dependent methyltransferases', nan, '""Winged helix"" DNA-binding domain']"
"WP_019871996.1","[nan, 'IPR001077', 'IPR012967', 'IPR016461', 'IPR016461', 'IPR029063', 'IPR029063', 'IPR036388', 'IPR036390']","Unintegrated-O_MeTrfase_dom-Plant_O-MeTrfase_dimerisation-COMT-like-COMT-like-SAM-dependent_MTases_sf-SAM-dependent_MTases_sf-WH-like_DNA-bd_sf-WH_DNA-bd_sf","['PUTATIVE (AFU_ORTHOLOGUE AFUA_4G14580)-RELATED', 'Methyltransf_2', 'Dimerisation', 'O-mtase', 'SAM_OMT_II', 'Vaccinia Virus protein VP39', 'S-adenosyl-L-methionine-dependent methyltransferases', nan, '""Winged helix"" DNA-binding domain']"
"WP_020157091.1","['IPR002747', 'IPR002747', 'IPR023227', 'IPR023227', 'IPR023228', 'IPR023228', 'IPR046469', 'IPR046470']","SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_HAT_N-SAM_HAT_C","['UCP006779', 'CHLORINASE MJ1651', 'Bacterial fluorinating enzyme like', 'Bacterial fluorinating enzyme, C-terminal domain', nan, 'Bacterial fluorinating enzyme, N-terminal domain', 'SAM_HAT_N', 'SAM_HAT_C']"
"WP_020739607.1","[nan, nan, nan, nan, nan, nan, 'IPR007627', 'IPR013249', 'IPR013324', 'IPR013325', 'IPR014284', 'IPR014305', 'IPR032710', 'IPR036388', 'IPR039425']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-RNA_pol_sigma70_r2-RNA_pol_sigma70_r4_t2-RNA_pol_sigma_r3/r4-like-RNA_pol_sigma_r2-RNA_pol_sigma-70_dom-RNA_pol_sigma-G_actinobac-NTF2-like_dom_sf-WH-like_DNA-bd_sf-RNA_pol_sigma-70-like","['Sigma70_r4', 'disorder_prediction', 'disorder_prediction', nan, nan, 'PRK08241.1', 'Sigma70_r2', 'Sigma70_r4_2', 'Sigma3 and sigma4 domains of RNA polymerase sigma factors', 'Sigma2 domain of RNA polymerase sigma factors', 'sigma70-ECF', 'SigX5', 'NTF2-like', nan, 'RNA POLYMERASE ECF-TYPE SIGMA FACTO']"
"WP_024483887.1","[nan, nan, nan, nan, 'IPR003829', 'IPR003829', 'IPR008778', 'IPR008778', 'IPR011051', 'IPR011051', 'IPR012093', 'IPR012093', 'IPR014710', 'IPR014710', 'IPR014710', 'IPR014710', 'IPR053186', 'IPR053186']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Pirin_N_dom-Pirin_N_dom-Pirin_C_dom-Pirin_C_dom-RmlC_Cupin_sf-RmlC_Cupin_sf-Pirin-Pirin-RmlC-like_jellyroll-RmlC-like_jellyroll-RmlC-like_jellyroll-RmlC-like_jellyroll-QDO-related-QDO-related","['cupin_pirin_N', 'cupin_pirin_C', 'cupin_pirin_N', 'cupin_pirin_C', 'Pirin', 'Pirin', 'Pirin_C', 'Pirin_C', 'RmlC-like cupins', 'RmlC-like cupins', 'Pirin', 'Pirin', 'Jelly Rolls', 'Jelly Rolls', 'Jelly Rolls', 'Jelly Rolls', 'QUERCETIN 2,3-DIOXYGENASE', 'QUERCETIN 2,3-DIOXYGENASE']"
"WP_026463765.1","['IPR002747', 'IPR002747', 'IPR023227', 'IPR023227', 'IPR023228', 'IPR023228', 'IPR046469', 'IPR046470']","SAM_OH_AdoTrfase-SAM_OH_AdoTrfase-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_C_sf-SAM_OH_AdoTrfase_N_sf-SAM_OH_AdoTrfase_N_sf-SAM_HAT_N-SAM_HAT_C","['UCP006779', 'CHLORINASE MJ1651', 'Bacterial fluorinating enzyme like', 'Bacterial fluorinating enzyme, C-terminal domain', nan, 'Bacterial fluorinating enzyme, N-terminal domain', 'SAM_HAT_N', 'SAM_HAT_C']"
"WP_027191627.1","[nan, nan, nan, 'IPR008146', 'IPR008146', 'IPR008146', 'IPR008147', 'IPR014746', 'IPR022147', 'IPR027303', 'IPR040577', 'IPR052725']","Unintegrated-Unintegrated-Unintegrated-Gln_synth_cat_dom-Gln_synth_cat_dom-Gln_synth_cat_dom-Gln_synt_N-Gln_synth/guanido_kin_cat_dom-GSIII_N-Gln_synth_gly_rich_site-Gln-synt_C-GS_Type-3","['Coil', 'Glutamine synthetase/guanido kinase, catalytic domain', nan, 'Gln_synt_C_2', 'GS_CATALYTIC', 'Gln-synt_C', 'GS_BETA_GRASP', 'Glutamine synthetase/guanido kinase', 'GSIII_N', 'GLNA_ATP', 'Gln-synt_C-ter', 'GLUTAMINE SYNTHETASE']"
"WP_031504466.1","[nan, 'IPR001172', 'IPR001543', 'IPR012826', 'IPR028976', 'IPR028976', 'IPR036429', 'IPR036429', 'IPR051469']","Unintegrated-FliN_T3SS_HrcQb-FliN-like_C-FliN-CheC-like_sf-CheC-like_sf-SpoA-like_sf-SpoA-like_sf-FliN/MopA/SpaO","['FliY_FliN-Y', 'FLGMOTORFLIN', 'FliMN_C', 'fliN', nan, 'CheC-like', nan, 'Surface presentation of antigens (SPOA)', nan]"
"WP_041075526.1","['IPR001172', 'IPR001543', 'IPR012826', 'IPR028976', 'IPR028976', 'IPR036429', 'IPR036429', 'IPR051469']","FliN_T3SS_HrcQb-FliN-like_C-FliN-CheC-like_sf-CheC-like_sf-SpoA-like_sf-SpoA-like_sf-FliN/MopA/SpaO","['FLGMOTORFLIN', 'FliMN_C', 'fliN', nan, 'CheC-like', nan, 'Surface presentation of antigens (SPOA)', nan]"
"WP_041407644.1","[nan, nan, nan, 'IPR008146', 'IPR008146', 'IPR008146', 'IPR008147', 'IPR014746', 'IPR022147', 'IPR027303', 'IPR040577', 'IPR052725']","Unintegrated-Unintegrated-Unintegrated-Gln_synth_cat_dom-Gln_synth_cat_dom-Gln_synth_cat_dom-Gln_synt_N-Gln_synth/guanido_kin_cat_dom-GSIII_N-Gln_synth_gly_rich_site-Gln-synt_C-GS_Type-3","['Coil', 'Glutamine synthetase/guanido kinase, catalytic domain', nan, 'Gln_synt_C_2', 'GS_CATALYTIC', 'Gln-synt_C', 'GS_BETA_GRASP', 'Glutamine synthetase/guanido kinase', 'GSIII_N', 'GLNA_ATP', 'Gln-synt_C-ter', 'GLUTAMINE SYNTHETASE']"
"WP_042255560.1","[nan, nan, nan, nan, nan, 'IPR000551', 'IPR000551', 'IPR000551', 'IPR000551', 'IPR009061', 'IPR012925', 'IPR036244', 'IPR036244', 'IPR047057']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-MerR-type_HTH_dom-MerR-type_HTH_dom-MerR-type_HTH_dom-MerR-type_HTH_dom-DNA-bd_dom_put_sf-TipAS_dom-TipA-like_antibiotic-bd-TipA-like_antibiotic-bd-MerR_fam","['HTH_TipAL-Mta', 'Coil', nan, 'disorder_prediction', 'disorder_prediction', 'HTHMERR', 'HTH_MERR_2', 'merrmega3', 'MerR_1', 'Putative DNA-binding domain', 'TipAS', nan, 'Antibiotic binding domain of TipA-like multidrug resistance regulators', 'REDOX-CYCLING DRUG-SENSING TRANSCRIPTIONAL ACTIVATOR SOXR']"
"WP_043262977.1","[nan, nan, nan, nan, 'IPR002347', 'IPR002347', 'IPR002347', 'IPR020904', 'IPR036291', 'IPR050259']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-SDR_fam-SDR_fam-SDR_fam-Sc_DH/Rdtase_CS-NAD(P)-bd_dom_sf-SDR","[nan, 'PKS_KR', 'PRK07231.1', 'PRK12826.1-2', 'adh_short_C2', 'GDHRDH', 'SDRFAMILY', 'ADH_SHORT', 'NAD(P)-binding Rossmann-fold domains', '3-OXOACYL-(ACYL-CARRIER-PROTEIN) REDUCTASE']"
