"Accession","InterPro ID","InterPro Name","Name"
"GNP74_RS11625","[nan, 'IPR006905', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Coil', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"GNP79_RS02410","[nan, 'IPR006905', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Coil', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"GQ466_RS16150","[nan, nan, 'IPR006905', 'IPR006905', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816']","Unintegrated-Unintegrated-Flavin_halogenase-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB","[nan, nan, 'Trp_halogenase', 'Trp_halogenase', 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN']"
"HCJ76_RS08665","['IPR006905', 'IPR033856', 'IPR036188', 'IPR036188', 'IPR050816']","Flavin_halogenase-Trp_halogen-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Trp_halogenase', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"HDC93_RS20715","['IPR002938', 'IPR002938', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816']","FAD-bd-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB","['FAD_binding_3', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN']"
"IEZ20_RS30090","[nan, nan, 'IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Unintegrated-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['disorder_prediction', 'RNGMNOXGNASE', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"INQ40_RS00620","[nan, nan, nan, nan, nan, 'IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"INQ41_RS00620","[nan, nan, nan, nan, nan, 'IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"INQ42_RS00620","[nan, nan, nan, nan, nan, 'IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"INQ43_RS00645","[nan, nan, nan, nan, nan, 'IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"IT780_RS08490","['IPR006905', 'IPR036188', 'IPR036188', 'IPR050816']","Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"J3L14_RS24230","['IPR006905', 'IPR036188', 'IPR036188', 'IPR050816']","Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"JJV70_RS18035","[nan, nan, nan, nan, 'IPR006905', 'IPR006905', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Flavin_halogenase-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB","['RNGMNOXGNASE', nan, 'RNGMNOXGNASE', nan, 'Trp_halogenase', 'Trp_halogenase', 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN']"
"JMO03_RS06615","[nan, nan, nan, nan, nan, 'IPR006905', 'IPR033856', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Flavin_halogenase-Trp_halogen-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'Trp_halogenase', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"K4B79_RS35120","[nan, nan, nan, nan, 'IPR006905', 'IPR006905', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Flavin_halogenase-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB","['RNGMNOXGNASE', nan, 'RNGMNOXGNASE', nan, 'Trp_halogenase', 'Trp_halogenase', 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN']"
"KBP30_RS02085","[nan, nan, 'IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Unintegrated-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['disorder_prediction', 'RNGMNOXGNASE', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"KDD30_RS24685","[nan, nan, nan, nan, nan, 'IPR000960', 'IPR000960', 'IPR020946', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050346']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Flavin_mOase-Flavin_mOase-Flavin_mOase-like-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FMO-like","['Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'FMO', 'FMOXYGENASE', 'FMO-like', nan, 'FAD/NAD(P)-binding domain', 'FAD/NAD(P)-binding domain', 'DIMETHYLANILINE MONOOXYGENASE']"
"KOD61_RS01030","[nan, nan, nan, nan, nan, nan, nan, nan, 'IPR002938', 'IPR002938', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-FAD-bd-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB","['RNGMNOXGNASE', 'Non cytoplasmic domain', 'Cytoplasmic domain', 'Transmembrane region', 'RNGMNOXGNASE', 'Non cytoplasmic domain', 'Cytoplasmic domain', 'Transmembrane region', 'FAD_binding_3', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN']"
"LZS85_RS00405","[nan, 'IPR006905', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Coil', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"LZS90_RS00405","[nan, 'IPR006905', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Coil', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"M1P56_RS15945","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR006905', 'IPR006905', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816', 'IPR053908', 'IPR053908']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Flavin_halogenase-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB-CmlS_C-CmlS_C","['halo_ClmS', 'RNGMNOXGNASE', nan, nan, 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'halo_ClmS', 'RNGMNOXGNASE', nan, nan, 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'Trp_halogenase', 'Trp_halogenase', 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN', 'CmlS_C', 'CmlS_C']"
"MacB4_RS11160","[nan, 'IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['RNGMNOXGNASE', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"NCG97_RS16990","[nan, 'IPR006905', 'IPR033856', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Flavin_halogenase-Trp_halogen-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['disorder_prediction', 'Trp_halogenase', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"Pflav_RS02160","[nan, nan, nan, nan, 'IPR006905', 'IPR006905', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Flavin_halogenase-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB","['RNGMNOXGNASE', nan, 'RNGMNOXGNASE', nan, 'Trp_halogenase', 'Trp_halogenase', 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN']"
"SMD11_RS33470","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR006905', 'IPR006905', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816', 'IPR053908', 'IPR053908']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Flavin_halogenase-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB-CmlS_C-CmlS_C","['halo_ClmS', 'RNGMNOXGNASE', nan, nan, 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'halo_ClmS', 'RNGMNOXGNASE', nan, nan, 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'Trp_halogenase', 'Trp_halogenase', 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN', 'CmlS_C', 'CmlS_C']"
"SMD44_RS47955","[nan, 'IPR006905', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['disorder_prediction', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"UK94_RS59080","[nan, nan, 'IPR002938', 'IPR002938', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816']","Unintegrated-Unintegrated-FAD-bd-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB","['RNGMNOXGNASE', 'RNGMNOXGNASE', 'FAD_binding_3', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN']"
"WP_002645517.1","[nan, nan, nan, nan, 'IPR000960', 'IPR000960', 'IPR020946', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050346']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Flavin_mOase-Flavin_mOase-Flavin_mOase-like-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FMO-like","['unknown', 'Non cytoplasmic domain', 'Transmembrane region', 'Cytoplasmic domain', 'FMO', 'FMOXYGENASE', 'FMO-like', nan, 'FAD/NAD(P)-binding domain', 'FAD/NAD(P)-binding domain', 'DIMETHYLANILINE MONOOXYGENASE']"
"WP_002740851.1","[nan, nan, nan, nan, 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['unknown', 'Non cytoplasmic domain', 'Cytoplasmic domain', 'Transmembrane region', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_002740853.1","['IPR006905', 'IPR036188', 'IPR036188', 'IPR050816']","Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_002740855.1","['IPR006905', 'IPR036188', 'IPR036188', 'IPR050816']","Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_002741173.1","[nan, nan, nan, nan, 'IPR002938', 'IPR036188', 'IPR036188', 'IPR041464', 'IPR044894', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-TubC_N-TubC_N_sf-Flavin-dep_Halogenase_NPB","['Coil', 'Non cytoplasmic domain', 'Cytoplasmic domain', 'Transmembrane region', 'FAD_binding_3', 'FAD/NAD(P)-binding domain', nan, 'TubC_N', nan, 'FAD-BINDING PROTEIN']"
"WP_002741308.1","[nan, nan, nan, nan, nan, 'IPR000960', 'IPR000960', 'IPR020946', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050346']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Flavin_mOase-Flavin_mOase-Flavin_mOase-like-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FMO-like","['Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide N-region', 'Signal peptide C-region', 'FMO', 'FMOXYGENASE', 'FMO-like', nan, 'FAD/NAD(P)-binding domain', 'FAD/NAD(P)-binding domain', 'DIMETHYLANILINE MONOOXYGENASE']"
"WP_002776858.1","[nan, nan, nan, nan, nan, 'IPR000960', 'IPR000960', 'IPR020946', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050346']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Flavin_mOase-Flavin_mOase-Flavin_mOase-like-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FMO-like","['Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide N-region', 'Signal peptide C-region', 'FMO', 'FMOXYGENASE', 'FMO-like', nan, 'FAD/NAD(P)-binding domain', 'FAD/NAD(P)-binding domain', 'DIMETHYLANILINE MONOOXYGENASE']"
"WP_002777035.1","[nan, 'IPR002938', 'IPR036188', 'IPR036188', 'IPR041464', 'IPR044894', 'IPR050816']","Unintegrated-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-TubC_N-TubC_N_sf-Flavin-dep_Halogenase_NPB","['Coil', 'FAD_binding_3', 'FAD/NAD(P)-binding domain', nan, 'TubC_N', nan, 'FAD-BINDING PROTEIN']"
"WP_002805482.1","[nan, nan, nan, nan, nan, nan, nan, 'IPR010108', 'IPR036188', 'IPR036188', 'IPR054896']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Lycopene_cyclase_b/e-FAD/NAD-bd_sf-FAD/NAD-bd_sf-LycopCyc","[nan, 'Lycopene_cycl', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide N-region', 'Signal peptide C-region', 'carotene-cycl', nan, 'FAD/NAD(P)-binding domain', 'LycopCycCtrL']"
